binning_data,update_time,create_time,count,speed,distance,calorie
eb29b9f8-2612-4bfa-a4ed-98c36e1c8ea2.binning_data.json,54:15.0,4/28/2022,1431,1.4303901,1111.71,52.65
dcca0a21-e010-4d44-825d-0011057cf9d7.binning_data.json,37:08.3,5/3/2022,5647,1.2804054,4223.43,213.23
2ebfedf5-fbf7-4642-8927-fec2284d78e1.binning_data.json,56:50.1,5/1/2022,87,1.229927,64.59,3.22
0d8e733f-9c17-4dbc-b62f-190c7e5f266c.binning_data.json,15:00.9,4/29/2022,144,1.1876162,106.189995,5.2200003
dfd05c16-08d9-4245-9ec5-9653819d5f83.binning_data.json,17:36.5,5/4/2022,1095,1.4865665,864.1,40.149998
0983b416-467f-4e6f-b8cc-887394812b2c.binning_data.json,15:02.4,5/9/2022,140,1.255874,105.090004,5.03
b8f41f17-d6c8-40cc-9a51-00e4fccc22b6.binning_data.json,15:01.7,5/2/2022,1651,1.2824587,1244.61,63.68
2ff909a7-471b-4c56-bbd9-ade6076c163b.binning_data.json,11:54.0,4/29/2022,144,1.1876162,106.189995,5.2200003
6395fe12-cafb-4f52-b3fe-69c8d92e3da4.binning_data.json,09:46.1,5/6/2022,4479,1.454091,3512.44,172.17
bb0b7d1f-33de-4c32-8af4-f0438d5ffa81.binning_data.json,03:53.9,5/6/2022,178,1.2293395,131.72,6.37
0232566b-8df9-4e3f-b0de-af68763a5c3f.binning_data.json,15:01.4,5/1/2022,87,1.229927,64.59,3.22
ada77cea-8469-49ef-b3e2-ecaa8f6b4797.binning_data.json,50:49.0,5/2/2022,1651,1.2824587,1244.61,63.68
3374dd6b-75c7-431c-a5e6-63832abc1a69.binning_data.json,15:01.1,5/12/2022,1795,1.3379441,1364.53,65.32
80f21631-cee1-45bf-8137-a337d7575bf0.binning_data.json,55:26.4,5/9/2022,140,1.255874,105.090004,5.03
66798902-ea30-493e-a6e6-88299da1f081.binning_data.json,15:01.1,5/4/2022,1095,1.4865665,864.1,40.149998
d812a8b0-12d9-41b5-828a-88a4686781e3.binning_data.json,02:08.6,5/5/2022,201,1.3406477,152.28001,7.1999993
147f64ed-f27f-48b9-a3ad-2233122a37e1.binning_data.json,21:05.3,5/10/2022,1117,1.3183162,841.45,40.78
fbbae7f7-dcd6-4034-90e8-fb06c56f266a.binning_data.json,12:07.4,5/15/2022,782,1.2642213,585.33997,28.82
056987ea-c2ae-47ca-a85d-31bb21859e49.binning_data.json,15:02.3,5/7/2022,178,1.2293395,131.72,6.37
2ffbaaf9-fe7e-4ecf-b0a9-d95cc88574c7.binning_data.json,26:07.5,5/5/2022,201,1.3406477,152.28001,7.1999993
9605a38a-ab41-4d3d-8905-dc6a585c6384.binning_data.json,00:55.2,5/12/2022,1795,1.3379441,1364.53,65.32
32456e25-6185-4477-8608-59b67685c0f7.binning_data.json,02:07.3,5/13/2022,799,1.2745974,601.13,29.16
a3dcedb6-f13d-4fd4-891a-c34e49c52e09.binning_data.json,59:39.9,5/8/2022,89,1.2469528,65.06,3.21
4fd7bf9b-54bf-469f-a34d-d5f83665fe94.binning_data.json,28:05.5,5/14/2022,782,1.2642213,585.33997,28.82
65636b29-d188-4517-b1de-49224c254e47.binning_data.json,43:28.8,5/18/2022,855,1.4154669,664.58,32.28
0b101a1b-c213-40b8-afe7-1d2ed912772c.binning_data.json,01:20.9,5/11/2022,1319,1.3366041,1030.73,51.84
31e9f5fb-b10f-4c79-91fa-6166f4806502.binning_data.json,26:32.8,5/7/2022,89,1.2469528,65.06,3.21
